Date,Open,High,Low,Close,Adj Close,Volume
1981-08-21,0.090960,0.090960,0.089844,0.089844,0.069523,41910400
1981-08-24,0.084821,0.084821,0.084263,0.084263,0.065205,23072000
1981-08-25,0.086496,0.087054,0.086496,0.086496,0.066933,40700800
1981-08-26,0.085379,0.085379,0.084821,0.084821,0.065636,33600000
1981-08-27,0.085379,0.085938,0.085379,0.085379,0.066068,25916800
1981-08-28,0.089844,0.090402,0.089844,0.089844,0.069523,38035200
1981-08-31,0.089844,0.090402,0.089844,0.089844,0.069523,40947200
1981-09-01,0.095424,0.095982,0.095424,0.095424,0.073841,37027200
1981-09-02,0.097098,0.097656,0.097098,0.097098,0.075137,19376000
1981-09-03,0.093192,0.093192,0.092076,0.092076,0.071251,37475200
1981-09-04,0.091518,0.091518,0.090960,0.090960,0.070387,15254400
1981-09-08,0.088728,0.088728,0.088170,0.088170,0.068228,25446400
1981-09-09,0.088170,0.088728,0.088170,0.088170,0.068228,30531200
1981-09-10,0.088728,0.089286,0.088728,0.088728,0.068660,34809600
1981-09-11,0.088170,0.088170,0.087612,0.087612,0.067796,17539200
1981-09-14,0.085379,0.085379,0.084821,0.084821,0.065636,27686400
1981-09-15,0.083147,0.083147,0.082589,0.082589,0.063909,19510400
1981-09-16,0.081473,0.081473,0.080915,0.080915,0.062614,19353600
1981-09-17,0.079241,0.079241,0.078683,0.078683,0.060887,19376000
1981-09-18,0.079241,0.079799,0.079241,0.079241,0.061319,26320000
1981-09-21,0.079799,0.080357,0.079799,0.079799,0.061750,49033600
1981-09-22,0.075893,0.075893,0.075335,0.075335,0.058296,47420800
1981-09-23,0.074777,0.074777,0.073661,0.073661,0.057001,28201600
1981-09-24,0.073661,0.073661,0.073103,0.073103,0.056569,18300800
1981-09-25,0.064732,0.064732,0.063616,0.063616,0.049228,34608000
1981-09-28,0.064174,0.064732,0.064174,0.064174,0.049659,91728000
1981-09-29,0.067522,0.068080,0.067522,0.067522,0.052250,94684800
1981-09-30,0.068080,0.068638,0.068080,0.068080,0.052682,49996800
1981-10-01,0.068080,0.068638,0.068080,0.068080,0.052682,61129600
1981-10-02,0.073661,0.074219,0.073661,0.073661,0.057001,45046400
1981-10-05,0.075893,0.077009,0.075893,0.075893,0.058728,43097600
1981-10-06,0.075893,0.075893,0.075335,0.075335,0.058296,28358400
1981-10-07,0.079799,0.080915,0.079799,0.079799,0.061750,38841600
1981-10-08,0.082589,0.083147,0.082589,0.082589,0.063909,31091200
1981-10-09,0.083147,0.084263,0.083147,0.083147,0.064341,54521600
1981-10-12,0.085938,0.086496,0.085938,0.085938,0.066501,27350400
1981-10-13,0.085938,0.087054,0.085938,0.085938,0.066501,44195200
1981-10-14,0.081473,0.081473,0.080915,0.080915,0.062614,30979200
1981-10-15,0.082589,0.083147,0.082589,0.082589,0.063909,29433600
1981-10-16,0.082031,0.082031,0.081473,0.081473,0.063046,36467200
1981-10-19,0.083147,0.083705,0.083147,0.083147,0.064341,20585600
1981-10-20,0.087612,0.088170,0.087612,0.087612,0.067796,35728000
1981-10-21,0.087612,0.088170,0.087612,0.087612,0.067796,76899200
1981-10-22,0.087612,0.087612,0.087054,0.087054,0.067364,32278400
1981-10-23,0.085379,0.085379,0.084821,0.084821,0.065636,27910400
1981-10-26,0.084821,0.085379,0.084821,0.084821,0.065636,27283200
1981-10-27,0.086496,0.087612,0.086496,0.086496,0.066933,85590400
1981-10-28,0.089286,0.089844,0.089286,0.089286,0.069092,44172800
1981-10-29,0.088728,0.088728,0.088170,0.088170,0.068228,30486400
1981-10-30,0.089286,0.089844,0.089286,0.089286,0.069092,52729600
1981-11-02,0.089286,0.089844,0.089286,0.089286,0.069092,36915200
1981-11-03,0.088728,0.088728,0.088170,0.088170,0.068228,28380800
1981-11-04,0.086496,0.086496,0.085938,0.085938,0.066501,23811200
1981-11-05,0.080357,0.080357,0.079799,0.079799,0.061750,23363200
1981-11-06,0.080357,0.080915,0.080357,0.080357,0.062182,24595200
1981-11-09,0.081473,0.082031,0.081473,0.081473,0.063046,20384000
1981-11-10,0.082031,0.082589,0.082031,0.082031,0.063478,16755200
1981-11-11,0.084263,0.084821,0.084263,0.084263,0.065205,27440000
1981-11-12,0.087054,0.087612,0.087054,0.087054,0.067364,39916800
1981-11-13,0.081473,0.081473,0.080915,0.080915,0.062614,21011200
1981-11-16,0.080357,0.080357,0.079799,0.079799,0.061750,22556800
1981-11-17,0.081473,0.082031,0.081473,0.081473,0.063046,35414400
1981-11-18,0.084263,0.084821,0.084263,0.084263,0.065205,29142400
1981-11-19,0.084263,0.084821,0.084263,0.084263,0.065205,40006400
1981-11-20,0.084821,0.085379,0.084821,0.084821,0.065636,38102400
1981-11-23,0.082031,0.082031,0.080915,0.080915,0.062614,22960000
1981-11-24,0.080915,0.080915,0.080357,0.080357,0.062182,22153600
1981-11-25,0.082031,0.082589,0.082031,0.082031,0.063478,52550400
1981-11-27,0.084263,0.084821,0.084263,0.084263,0.065205,37251200
1981-11-30,0.083705,0.083705,0.083147,0.083147,0.064341,23968000
1981-12-01,0.083147,0.083705,0.083147,0.083147,0.064341,23385600
1981-12-02,0.083705,0.084263,0.083705,0.083705,0.064773,37564800
1981-12-03,0.083147,0.083147,0.082589,0.082589,0.063909,20428800
1981-12-04,0.084821,0.085379,0.084821,0.084821,0.065636,137155200
1981-12-07,0.085379,0.085938,0.085379,0.085379,0.066068,59292800
1981-12-08,0.084821,0.084821,0.083705,0.083705,0.064773,50624000
1981-12-09,0.084263,0.084821,0.084263,0.084263,0.065205,34272000
1981-12-10,0.084263,0.084821,0.084263,0.084263,0.065205,37408000
1981-12-11,0.084263,0.084821,0.083705,0.083705,0.064773,76092800
1981-12-14,0.082031,0.082031,0.080915,0.080915,0.062614,25244800
1981-12-15,0.083147,0.083705,0.083147,0.083147,0.064341,31315200
1981-12-16,0.087054,0.087612,0.087054,0.087054,0.067364,65452800
1981-12-17,0.094308,0.094866,0.094308,0.094308,0.072978,51452800
1981-12-18,0.102121,0.102679,0.102121,0.102121,0.079024,71724800
1981-12-21,0.098214,0.098214,0.097656,0.097656,0.075568,56403200
1981-12-22,0.099330,0.099888,0.099330,0.099330,0.076864,53827200
1981-12-23,0.097656,0.097656,0.097098,0.097098,0.075137,28896000
1981-12-24,0.097656,0.098214,0.097656,0.097656,0.075568,28918400
1981-12-28,0.094308,0.094308,0.093192,0.093192,0.072114,36579200
1981-12-29,0.094866,0.095982,0.094866,0.094866,0.073410,24236800
1981-12-30,0.098772,0.099330,0.098772,0.098772,0.076432,32188800
1981-12-31,0.098772,0.099330,0.098772,0.098772,0.076432,54656000
1982-01-04,0.098772,0.098772,0.098214,0.098214,0.076000,71254400
1982-01-05,0.094308,0.094308,0.093192,0.093192,0.072114,35840000
1982-01-06,0.092634,0.092634,0.092076,0.092076,0.071251,66080000
1982-01-07,0.085938,0.085938,0.084821,0.084821,0.065636,70044800
1982-01-08,0.088728,0.089286,0.088728,0.088728,0.068660,56604800
1982-01-11,0.083705,0.083705,0.083147,0.083147,0.064341,33331200
1982-01-12,0.080915,0.080915,0.080357,0.080357,0.062182,59920000
1982-01-13,0.080357,0.080357,0.079799,0.079799,0.061750,41753600
1982-01-14,0.083705,0.084263,0.083705,0.083705,0.064773,25715200
1982-01-15,0.089286,0.090402,0.089286,0.089286,0.069092,46704000
1982-01-18,0.090960,0.092076,0.090960,0.090960,0.070387,28000000
1982-01-19,0.089844,0.089844,0.088728,0.088728,0.068660,55507200
1982-01-20,0.090402,0.090960,0.090402,0.090402,0.069955,25827200
1982-01-21,0.092076,0.092634,0.092076,0.092076,0.071251,33331200
1982-01-22,0.092634,0.093192,0.092634,0.092634,0.071682,24259200
1982-01-25,0.090402,0.090402,0.089844,0.089844,0.069523,44710400
1982-01-26,0.087612,0.087612,0.086496,0.086496,0.066933,21212800
1982-01-27,0.087054,0.088170,0.087054,0.087054,0.067364,31360000
1982-01-28,0.089844,0.090402,0.089844,0.089844,0.069523,39603200
1982-01-29,0.090960,0.091518,0.090960,0.090960,0.070387,53155200
1982-02-01,0.090960,0.090960,0.089844,0.089844,0.069523,38528000
1982-02-02,0.090402,0.091518,0.090402,0.090402,0.069955,54275200
1982-02-03,0.090402,0.090960,0.090402,0.090402,0.069955,31472000
1982-02-04,0.088728,0.088728,0.088170,0.088170,0.068228,22041600
1982-02-05,0.088170,0.088728,0.088170,0.088170,0.068228,40297600
1982-02-08,0.083147,0.083147,0.082589,0.082589,0.063909,31696000
1982-02-09,0.082589,0.083147,0.082589,0.082589,0.063909,57904000
1982-02-10,0.083705,0.084263,0.083705,0.083705,0.064773,38796800
1982-02-11,0.083147,0.083147,0.082589,0.082589,0.063909,24528000
1982-02-12,0.083705,0.084263,0.083705,0.083705,0.064773,19644800
1982-02-16,0.082589,0.082589,0.082031,0.082031,0.063478,34316800
1982-02-17,0.083147,0.083705,0.083147,0.083147,0.064341,25580800
1982-02-18,0.084263,0.084821,0.084263,0.084263,0.065205,28380800
1982-02-19,0.084263,0.084263,0.083705,0.083705,0.064773,13596800
1982-02-22,0.083147,0.083147,0.082589,0.082589,0.063909,26633600
1982-02-23,0.082031,0.082031,0.081473,0.081473,0.063046,34540800
1982-02-24,0.082031,0.082589,0.082031,0.082031,0.063478,37945600
1982-02-25,0.082031,0.082031,0.081473,0.081473,0.063046,30800000
1982-02-26,0.081473,0.082031,0.081473,0.081473,0.063046,17427200
1982-03-01,0.082031,0.082589,0.082031,0.082031,0.063478,35302400
1982-03-02,0.082031,0.082589,0.082031,0.082031,0.063478,34809600
1982-03-03,0.082031,0.082589,0.082031,0.082031,0.063478,23654400
1982-03-04,0.080915,0.080915,0.080357,0.080357,0.062182,38371200
1982-03-05,0.074777,0.074777,0.074219,0.074219,0.057432,45315200
1982-03-08,0.073661,0.073661,0.073103,0.073103,0.056569,35145600
1982-03-09,0.073661,0.074219,0.073661,0.073661,0.057001,52505600
1982-03-10,0.073103,0.073103,0.072545,0.072545,0.056137,86934400
1982-03-11,0.072545,0.073661,0.072545,0.072545,0.056137,22579200
1982-03-12,0.068638,0.068638,0.068080,0.068080,0.052682,46547200
1982-03-15,0.068080,0.068080,0.067522,0.067522,0.052250,51363200
1982-03-16,0.066964,0.066964,0.066406,0.066406,0.051387,47152000
1982-03-17,0.063616,0.063616,0.063058,0.063058,0.048796,50489600
1982-03-18,0.068080,0.068638,0.068080,0.068080,0.052682,56336000
1982-03-19,0.074219,0.074777,0.074219,0.074219,0.057432,65811200
1982-03-22,0.079799,0.080357,0.079799,0.079799,0.061750,69193600
1982-03-23,0.079241,0.079241,0.078683,0.078683,0.060887,55955200
1982-03-24,0.074777,0.074777,0.074219,0.074219,0.057432,51609600
1982-03-25,0.074219,0.074219,0.073661,0.073661,0.057001,84112000
1982-03-26,0.073103,0.073103,0.072545,0.072545,0.056137,50780800
1982-03-29,0.074219,0.074777,0.074219,0.074219,0.057432,67603200
1982-03-30,0.075335,0.075893,0.075335,0.075335,0.058296,77952000
1982-03-31,0.075335,0.075893,0.075335,0.075335,0.058296,50153600
1982-04-01,0.079241,0.079799,0.079241,0.079241,0.061319,59136000
1982-04-02,0.079241,0.079799,0.079241,0.079241,0.061319,84806400
1982-04-05,0.079241,0.079799,0.079241,0.079241,0.061319,86643200
1982-04-06,0.079241,0.079241,0.078683,0.078683,0.060887,71590400
1982-04-07,0.078125,0.078125,0.077567,0.077567,0.060023,29097600
1982-04-08,0.078125,0.078683,0.078125,0.078125,0.060455,23990400
1982-04-12,0.078125,0.078683,0.077567,0.077567,0.060023,44307200
1982-04-13,0.071987,0.071987,0.071429,0.071429,0.055273,85299200
1982-04-14,0.071987,0.072545,0.071987,0.071987,0.055705,113590400
1982-04-15,0.073103,0.073661,0.073103,0.073103,0.056569,164281600
1982-04-16,0.075335,0.075893,0.075335,0.075335,0.058296,104048000
1982-04-19,0.074777,0.074777,0.073661,0.073661,0.057001,41283200
1982-04-20,0.070871,0.070871,0.070313,0.070313,0.054410,80550400
1982-04-21,0.070313,0.070313,0.069754,0.069754,0.053977,73024000
1982-04-22,0.069196,0.069196,0.068638,0.068638,0.053114,52595200
1982-04-23,0.068638,0.069196,0.068638,0.068638,0.053114,48294400
1982-04-26,0.070313,0.070871,0.070313,0.070313,0.054410,57926400
1982-04-27,0.068638,0.068638,0.068080,0.068080,0.052682,70268800
1982-04-28,0.065848,0.065848,0.065290,0.065290,0.050523,99232000
1982-04-29,0.065290,0.065848,0.065290,0.065290,0.050523,82230400
1982-04-30,0.065848,0.066406,0.065848,0.065848,0.050955,277401600
1982-05-03,0.068080,0.068638,0.068080,0.068080,0.052682,82700800
1982-05-04,0.070313,0.070871,0.070313,0.070313,0.054410,73987200
1982-05-05,0.070313,0.070313,0.069196,0.069196,0.053545,53939200
1982-05-06,0.071429,0.071987,0.071429,0.071429,0.055273,75465600
1982-05-07,0.072545,0.073103,0.072545,0.072545,0.056137,84716800
1982-05-10,0.071987,0.071987,0.071429,0.071429,0.055273,31606400
1982-05-11,0.069754,0.069754,0.069196,0.069196,0.053545,103017600
1982-05-12,0.068080,0.068080,0.067522,0.067522,0.052250,71008000
1982-05-13,0.068080,0.068638,0.068080,0.068080,0.052682,54454400
1982-05-14,0.066406,0.066406,0.065290,0.065290,0.050523,95737600
1982-05-17,0.064732,0.064732,0.064174,0.064174,0.049659,76204800
1982-05-18,0.063616,0.063616,0.063058,0.063058,0.048796,122035200
1982-05-19,0.063058,0.063058,0.062500,0.062500,0.048364,75286400
1982-05-20,0.063058,0.063616,0.063058,0.063058,0.048796,27619200
1982-05-21,0.063616,0.064174,0.063616,0.063616,0.049228,38841600
1982-05-24,0.064174,0.064732,0.064174,0.064174,0.049659,31987200
1982-05-25,0.064174,0.064732,0.064174,0.064174,0.049659,51564800
1982-05-26,0.064174,0.064174,0.063616,0.063616,0.049228,43276800
1982-05-27,0.063058,0.063058,0.062500,0.062500,0.048364,31248000
1982-05-28,0.062500,0.063058,0.062500,0.062500,0.048364,19196800
1982-06-01,0.061942,0.061942,0.061384,0.061384,0.047500,47600000
1982-06-02,0.062500,0.063058,0.062500,0.062500,0.048364,32905600
1982-06-03,0.061384,0.061384,0.060268,0.060268,0.046637,39760000
1982-06-04,0.059152,0.059152,0.058594,0.058594,0.045341,37676800
1982-06-07,0.058594,0.059152,0.058594,0.058594,0.045341,37161600
1982-06-08,0.058594,0.058594,0.058036,0.058036,0.044910,31404800
1982-06-09,0.057478,0.057478,0.056920,0.056920,0.044046,33846400
1982-06-10,0.057478,0.058036,0.057478,0.057478,0.044478,34406400
1982-06-11,0.059710,0.060268,0.059710,0.059710,0.046205,54633600
1982-06-14,0.059710,0.060268,0.059710,0.059710,0.046205,29993600
1982-06-15,0.059710,0.060268,0.059710,0.059710,0.046205,35212800
1982-06-16,0.059710,0.060268,0.059710,0.059710,0.046205,41731200
1982-06-17,0.059152,0.059152,0.058594,0.058594,0.045341,29164800
1982-06-18,0.058594,0.058594,0.057478,0.057478,0.044478,19868800
1982-06-21,0.057478,0.058036,0.057478,0.057478,0.044478,28537600
1982-06-22,0.059710,0.060826,0.059710,0.059710,0.046205,17561600
1982-06-23,0.061384,0.062500,0.061384,0.061384,0.047500,52752000
1982-06-24,0.061384,0.061942,0.061384,0.061384,0.047500,44150400
